LON,LAT,DOY,cpreciplt,cgddlt
11.39044,55.32523,101,167.3609375,272.4525
11.39044,55.32523,102,168.960625,278.0809375
11.39044,55.32523,103,170.4596875,284.009375
11.39044,55.32523,104,171.855,290.2028125
11.39044,55.32523,105,173.036875,296.5496875
11.39044,55.32523,106,173.6678125,303.2546875
11.39044,55.32523,107,174.2809375,310.04125
11.39044,55.32523,108,175.294375,316.6775
11.39044,55.32523,109,175.7653125,323.4740625
11.39044,55.32523,110,176.86625,330.7715625
11.39044,55.32523,111,177.4909375,338.4546875
11.39044,55.32523,112,177.755,346.4746875
11.39044,55.32523,113,178.5671875,354.9196875
11.39044,55.32523,114,179.5615625,363.4721875
11.39044,55.32523,115,181.836875,371.674375
11.39044,55.32523,116,183.3890625,380.10281249999997
11.39044,55.32523,117,185.4928125,388.5875
11.39044,55.32523,118,186.8796875,397.3075
11.39044,55.32523,119,187.819375,406.2253125
11.39044,55.32523,120,189.5053125,415.279375
11.39044,55.32523,121,190.39125,424.4525
11.39044,55.32523,122,191.2625,433.8003125
11.39044,55.32523,123,192.608125,443.15875
11.39044,55.32523,124,193.9859375,452.77718749999997
11.39044,55.32523,125,195.478125,462.4628125
11.39044,55.32523,126,197.0103125,472.3690625
11.39044,55.32523,127,198.014375,482.481875
11.39044,55.32523,128,199.4121875,492.8709375
11.39044,55.32523,129,200.7803125,503.9490625
11.39044,55.32523,130,201.990625,515.5728125
11.39044,55.32523,131,203.63125,527.0990625000001
11.39044,55.32523,132,205.7490625,538.4028125
11.39044,55.32523,133,206.569375,549.485
11.39044,55.32523,134,207.6859375,560.5703125
11.39044,55.32523,135,208.8853125,571.830625
11.39044,55.32523,136,211.4346875,583.1359375
11.39044,55.32523,137,213.25593750000002,594.688125
11.39044,55.32523,138,214.696875,606.5384375
11.39044,55.32523,139,216.5240625,618.7728125
11.39044,55.32523,140,218.2753125,631.054375
11.39044,55.32523,141,220.6990625,643.3575
11.39044,55.32523,142,223.2734375,655.746875
11.39044,55.32523,143,225.3721875,668.4640625
11.39044,55.32523,144,226.7046875,681.308125
11.39044,55.32523,145,228.56625,694.1746875
11.39044,55.32523,146,230.551875,706.95875
11.39044,55.32523,147,232.66875,719.9246875
11.39044,55.32523,148,234.4640625,733.2034375
11.39044,55.32523,149,235.601875,746.4821875
11.39044,55.32523,150,237.6975,759.8653125
11.39044,55.32523,151,239.2825,773.5934375
11.39044,55.32523,152,240.0390625,787.529375
11.39044,55.32523,153,241.6075,801.5753125
11.39044,55.32523,154,243.2834375,816.1725
11.39044,55.32523,155,244.39125,830.6609375
11.39044,55.32523,156,246.1271875,845.31
11.39044,55.32523,157,247.7409375,860.1978124999999
11.39044,55.32523,158,250.9190625,874.7121875
11.39044,55.32523,159,252.659375,889.7946875
11.39044,55.32523,160,254.8109375,905.0325
11.39044,55.32523,161,257.4234375,920.3625
11.39044,55.32523,162,261.0271875,935.9040625
11.39044,55.32523,163,262.4028125,951.1275
11.39044,55.32523,164,264.945625,966.1009375
11.39044,55.32523,165,265.7515625,980.9715625
11.39044,55.32523,166,267.83125,995.621875
11.39044,55.32523,167,271.17,1010.354375
11.39044,55.32523,168,272.7659375,1025.6284375
11.39044,55.32523,169,274.3103125,1041.4253125
11.39044,55.32523,170,276.5040625,1057.1075
11.39044,55.32523,171,278.915,1072.7715625
11.39044,55.32523,172,281.358125,1088.2565625
11.39044,55.32523,173,284.89625,1103.703125
11.39044,55.32523,174,287.078125,1119.374375
11.39044,55.32523,175,288.2925,1135.1571875
11.39044,55.32523,176,290.116875,1151.391875
11.39044,55.32523,177,293.8528125,1167.9371875
11.39044,55.32523,178,296.8125,1184.284375
11.39044,55.32523,179,298.3778125,1200.7734375
11.39044,55.32523,180,300.6,1217.3984375
11.39044,55.32523,181,304.2184375,1233.9703125
11.39044,55.32523,182,306.7425,1250.4134375
11.39044,55.32523,183,309.28375,1267.2771875
11.39044,55.32523,184,312.131875,1284.47
11.39044,55.32523,185,314.7775,1301.7340625
11.39044,55.32523,186,318.016875,1318.9115625
11.39044,55.32523,187,320.3134375,1335.9009375
11.39044,55.32523,188,322.3471875,1352.9396875
11.39044,55.32523,189,323.7959375,1370.134375
11.39044,55.32523,190,326.1340625,1387.410625
11.39044,55.32523,191,328.55875,1404.5503125
11.39044,55.32523,192,331.4084375,1421.891875
11.39044,55.32523,193,333.824375,1439.375625
11.39044,55.32523,194,335.681875,1456.81375
11.39044,55.32523,195,338.003125,1474.08375
11.39044,55.32523,196,339.5459375,1491.705625
11.39044,55.32523,197,340.6546875,1509.305625
11.39044,55.32523,198,341.8953125,1527.076875
11.39044,55.32523,199,344.15125,1544.941875
11.39044,55.32523,200,346.1034375,1562.9146875
11.39044,55.32523,201,347.816875,1581.2509375
11.39044,55.32523,202,350.819375,1599.6575
11.39044,55.32523,203,356.1128125,1617.595
11.39044,55.32523,204,358.191875,1635.6896875
11.39044,55.32523,205,359.95625,1654.275625
11.39044,55.32523,206,362.6515625,1672.888125
11.39044,55.32523,207,364.3,1691.433125
11.39044,55.32523,208,365.9840625,1710.035625
11.39044,55.32523,209,368.306875,1728.815
11.39044,55.32523,210,370.2559375,1747.523125
11.39044,55.32523,211,372.80875,1766.286875
11.39044,55.32523,212,376.5171875,1784.736875
11.39044,55.32523,213,378.76437500000003,1803.076875
11.39044,55.32523,214,380.78875,1821.77
11.39044,55.32523,215,383.44625,1840.4509375
11.39044,55.32523,216,386.66031250000003,1859.0434375
11.39044,55.32523,217,388.9609375,1877.504375
11.39044,55.32523,218,390.3146875,1896.0034375
11.39044,55.32523,219,392.430625,1914.5943750000001
11.39044,55.32523,220,395.06875,1933.1884375
11.39044,55.32523,221,397.18,1951.496875
11.39044,55.32523,222,399.4603125,1969.6503125
11.39044,55.32523,223,402.395625,1987.67625
11.39044,55.32523,224,406.1878125,2005.6971875
11.39044,55.32523,225,408.28875,2023.6425
11.39044,55.32523,226,410.75,2041.411875
11.39044,55.32523,227,412.658125,2059.7
11.39044,55.32523,228,413.83625,2077.898125
11.39044,55.32523,229,417.1975,2095.80625
11.39044,55.32523,230,419.570625,2113.745
11.39044,55.32523,231,422.380625,2131.8665625
11.39044,55.32523,232,423.6865625,2150.0975
11.39044,55.32523,233,425.3509375,2168.0778125
11.39044,55.32523,234,426.959375,2185.9396875
11.39044,55.32523,235,428.19625,2203.499375
11.39044,55.32523,236,430.790625,2220.944375
11.39044,55.32523,237,434.5428125,2238.323125
11.39044,55.32523,238,437.2484375,2255.6578125
11.39044,55.32523,239,440.171875,2272.7890625
11.39044,55.32523,240,442.281875,2289.4759375
11.39044,55.32523,241,445.3046875,2305.8725
11.39044,55.32523,242,448.17875,2322.116875
11.39044,55.32523,243,449.935,2338.4425
11.39044,55.32523,244,451.2640625,2354.7209375
11.39044,55.32523,245,453.4034375,2370.7878125
11.39044,55.32523,246,456.0396875,2386.8325
11.39044,55.32523,247,457.6053125,2402.940625
11.39044,55.32523,248,459.541875,2419.0715625
11.39044,55.32523,249,461.2446875,2435.1525
11.39044,55.32523,250,463.2071875,2451.1478125
11.39044,55.32523,251,465.05875,2467.25125
11.39044,55.32523,252,468.929375,2483.2059375
11.39044,55.32523,253,472.4009375,2498.9371875
11.39044,55.32523,254,474.6121875,2514.7140625
11.39044,55.32523,255,476.5034375,2530.31375
11.39044,55.32523,256,479.299375,2545.343125
11.39044,55.32523,257,482.6040625,2560.2196875
11.39044,55.32523,258,486.1428125,2574.7296875
11.39044,55.32523,259,488.161875,2589.1625
11.39044,55.32523,260,489.645625,2603.4184375
11.39044,55.32523,261,490.99,2617.5143749999997
11.39044,55.32523,262,492.22,2631.54625
11.39044,55.32523,263,493.561875,2645.6534375
11.39044,55.32523,264,495.2509375,2659.7084375
11.39044,55.32523,265,497.5878125,2673.6575
11.39044,55.32523,266,498.5828125,2687.2871875
11.39044,55.32523,267,499.4640625,2700.961875
11.39044,55.32523,268,501.0615625,2714.4903125
11.39044,55.32523,269,503.76968750000003,2728.049375
11.39044,55.32523,270,506.003125,2741.401875
11.39044,55.32523,271,507.9496875,2754.63625
11.39044,55.32523,272,510.41625,2767.6259375
11.39044,55.32523,273,513.3834375,2780.4953125
11.39044,55.32523,274,515.9506250000001,2792.9134375
11.39044,55.32523,275,517.8296875,2805.265625
11.39044,55.32523,276,520.4990625,2817.65625
11.39044,55.32523,277,523.0184375,2829.994375
11.39044,55.32523,278,525.5153125,2842.1084375
11.39044,55.32523,279,528.334375,2853.9943749999998
11.39044,55.32523,280,530.6375,2865.6525
11.39044,55.32523,281,532.3834375,2877.1990625
11.39044,55.32523,282,534.6075,2888.6275
11.39044,55.32523,283,536.705625,2899.9503125
11.39044,55.32523,284,538.40875,2911.1696875000002
11.39044,55.32523,285,539.5225,2922.031875
11.39044,55.32523,286,541.5290625,2932.640625
11.39044,55.32523,287,543.1928125,2943.3309375
11.39044,55.32523,288,544.1578125,2953.576875
11.39044,55.32523,289,546.389375,2963.4609375
11.39044,55.32523,290,548.8428125,2973.4209375
11.39044,55.32523,291,551.5840625,2982.9803125
11.39044,55.32523,292,553.880625,2992.500625
11.39044,55.32523,293,556.3703125,3001.7903125
11.39044,55.32523,294,559.711875,3011.2234375
11.39044,55.32523,295,562.001875,3021.14625
11.39044,55.32523,296,564.44625,3030.839375
11.39044,55.32523,297,567.39125,3040.239375
11.39044,55.32523,298,570.6025,3050.025
11.39044,55.32523,299,573.4178125,3059.7265625
11.39044,55.32523,300,575.966875,3069.025625
11.39044,55.32523,301,578.133125,3078.1209375
11.39044,55.32523,302,580.6271875,3087.00875
11.39044,55.32523,303,582.7875,3095.81
11.39044,55.32523,304,585.5828125,3104.6003125
11.39044,55.32523,305,587.53875,3113.24375
11.39044,55.32523,306,589.430625,3121.7025
11.39044,55.32523,307,591.054375,3130.02625
11.39044,55.32523,308,593.0396875,3137.9509375000002
11.39044,55.32523,309,594.9996874999999,3145.8203125
11.39044,55.32523,310,597.2878125,3153.7228125
11.39044,55.32523,311,599.6171875,3161.319375
11.39044,55.32523,312,601.9059375,3168.79625
11.39044,55.32523,313,604.1071875,3175.938125
11.39044,55.32523,314,606.1171875,3183.0153125
11.39044,55.32523,315,608.430625,3190.07125
11.39044,55.32523,316,610.8334375,3197.0384375
11.39044,55.32523,317,613.1390625,3203.6971875
11.39044,55.32523,318,615.5125,3210.2115625
11.39044,55.32523,319,616.9509375,3216.61
11.39044,55.32523,320,619.0621875,3223.2003125
11.39044,55.32523,321,621.026875,3228.9428125
11.39044,55.32523,322,623.2221875,3234.5515625
11.39044,55.32523,323,625.4740625,3239.8934375
11.39044,55.32523,324,627.5165625,3244.5328125
11.39044,55.32523,325,629.233125,3249.09875
11.39044,55.32523,326,631.6178125,3253.7759375
11.39044,55.32523,327,634.0190625,3258.953125
11.39044,55.32523,328,635.6090624999999,3263.8221875
11.39044,55.32523,329,637.2896875,3268.454375
11.39044,55.32523,330,638.426875,3272.97
11.39044,55.32523,331,639.9290625,3277.6290625
11.39044,55.32523,332,641.14125,3282.268125
11.39044,55.32523,333,643.131875,3286.2984375
11.39044,55.32523,334,644.423125,3290.205
11.39044,55.32523,335,646.1934375,3293.8546875
11.39044,55.32523,336,648.3184375,3297.0875
11.39044,55.32523,337,651.1940625,3300.75625
11.39044,55.32523,338,652.715625,3304.2628125
11.39044,55.32523,339,654.8471875,3308.0878125
11.39044,55.32523,340,656.745,3312.001875
11.39044,55.32523,341,659.1771875000001,3315.66
11.39044,55.32523,342,661.676875,3319.47375
11.39044,55.32523,343,663.3553125,3323.1890625
11.39044,55.32523,344,666.6140625,3326.5984375
11.39044,55.32523,345,669.3465625,3330.128125
11.39044,55.32523,346,670.9065625,3333.0559375
11.39044,55.32523,347,673.4759375,3335.8221875
11.39044,55.32523,348,675.1946875,3338.5884375
11.39044,55.32523,349,676.6034375,3341.343125
11.39044,55.32523,350,678.8225,3343.945
11.39044,55.32523,351,680.291875,3346.785
11.39044,55.32523,352,681.568125,3349.715625
11.39044,55.32523,353,683.250625,3352.794375
11.39044,55.32523,354,684.9278125,3355.4446875
11.39044,55.32523,355,686.7665625,3358.1034375
11.39044,55.32523,356,688.201875,3360.4540625
11.39044,55.32523,357,690.5375,3362.958125
11.39044,55.32523,358,693.0396875,3365.521875
11.39044,55.32523,359,696.4809375,3368.4065625
11.39044,55.32523,360,699.124375,3371.0171875
11.39044,55.32523,361,701.2021875,3373.545625
11.39044,55.32523,362,704.0109375,3375.844375
11.39044,55.32523,363,705.9165624999999,3378.0684375
11.39044,55.32523,364,707.24625,3380.3471875
11.39044,55.32523,365,709.7453125,3382.8565625
