"trial_location";"field_year";"block";"plot";"trt_id"
"org1";2026;"b3";316;"26spring_BARLEYPEA"
"org1";2026;"b3";317;"26spring_BARLEYPEA"
"org1";2026;"b3";318;"26fall_P_wide_1N"
"org1";2026;"b3";319;"26spring_BARLEYPEA"
"org1";2026;"b3";320;"26spring_BARLEYPEA"
"org1";2026;"b3";321;"26spring_BARLEYPEA"
"org1";2026;"b3";322;"26fall_PW_WSU"
"org1";2026;"b3";323;"26spring_BARLEYPEA"
"org1";2026;"b3";324;"26fall_P_nar_1N"
"org1";2026;"b3";325;"26spring_BARLEYPEA"
"org1";2026;"b3";326;"26spring_BARLEYPEA"
"org1";2026;"b3";327;"26spring_BARLEYPEA"
"org1";2026;"b3";328;"26spring_PLEG1MIX_nar_HN"
"org1";2026;"b3";329;"26fall_APMIX_nar_3QN"
"org1";2026;"b3";330;"26spring_BARLEYPEA"
"org1";2026;"b3";331;"26spring_BARLEYPEA"
"org1";2026;"b3";332;"26spring_BARLEYPEA"
"org1";2026;"b3";333;"26spring_BARLEYPEA"
"org1";2026;"b3";334;"26fall_P_wide_HN"
"org1";2026;"b3";335;"26spring_PBUCKMIX_nar_HN"
"org1";2026;"b3";336;"26spring_BARLEYPEA"
"org1";2026;"b3";337;"26spring_BARLEYPEA"
"org1";2026;"b3";338;"26fall_A_nar_1N"
"org1";2026;"b3";339;"26spring_BARLEYPEA"
"org1";2026;"b3";340;"26spring_BARLEYPEA"
"org1";2026;"b3";341;"26spring_BARLEYPEA"
"org1";2026;"b3";342;"26spring_BARLEYPEA"
"org1";2026;"b3";343;"26fall_A_wide_1N"
"org1";2026;"b3";344;"26spring_BARLEYPEA"
"org1";2026;"b3";345;"26spring_BARLEYPEA"
"org1";2026;"b3";346;"26fall_P_nar_HN"
"org1";2026;"b3";347;"26spring_BARLEYPEA"
"org1";2026;"b3";348;"26spring_BARLEYPEA"
"org1";2026;"b3";349;"26spring_BARLEYPEA"
"org1";2026;"b3";350;"26spring_P_nar_HN"
"org1";2026;"b3";351;"26spring_BARLEYPEA"
"org1";2026;"b3";352;"26fall_APROWMIX_wide_3QN"
"org1";2026;"b3";353;"PRACTICE PLOT"
"org1";2026;"b4";401;"PRACTICE PLOT"
"org1";2026;"b4";402;"26spring_BARLEYPEA"
"org1";2026;"b4";403;"26spring_BARLEYPEA"
"org1";2026;"b4";404;"26fall_APROWMIX_wide_3QN"
"org1";2026;"b4";405;"26spring_BARLEYPEA"
"org1";2026;"b4";406;"26spring_BARLEYPEA"
"org1";2026;"b4";407;"26spring_BARLEYPEA"
"org1";2026;"b4";408;"26spring_BARLEYPEA"
"org1";2026;"b4";409;"26spring_BARLEYPEA"
"org1";2026;"b4";410;"26fall_P_wide_HN"
"org1";2026;"b4";411;"26spring_PLEG2MIX_wide_HN"
"org1";2026;"b4";412;"26spring_BARLEYPEA"
"org1";2026;"b4";413;"26spring_BARLEYPEA"
"org1";2026;"b4";414;"26spring_PW_TLI"
"org1";2026;"b4";415;"26spring_PLEG1MIX_nar_HN"
"org1";2026;"b4";416;"26spring_PBUCKMIX_nar_HN"
"org1";2026;"b4";417;"26fall_A_wide_1N"
"org1";2026;"b4";418;"26spring_BARLEYPEA"
"org1";2026;"b4";419;"26fall_APMIX_nar_3QN"
"org1";2026;"b4";420;"26spring_PBUCKMIX_wide_HN"
"org1";2026;"b4";421;"26spring_P_nar_HN"
"org1";2026;"b4";422;"26spring_BARLEYPEA"
"org1";2026;"b4";423;"26spring_BARLEYPEA"
"org1";2026;"b4";424;"26spring_BARLEYPEA"
"org1";2026;"b4";425;"26spring_BARLEYPEA"
"org1";2026;"b4";426;"26spring_BARLEYPEA"
"org1";2026;"b4";427;"26spring_BARLEYPEA"
"org1";2026;"b4";428;"26spring_BARLEYPEA"
"org1";2026;"b4";429;"26fall_P_nar_1N"
"org1";2026;"b4";430;"26spring_BARLEYPEA"
"org1";2026;"b4";431;"26spring_BARLEYPEA"
"org1";2026;"b4";432;"26spring_BARLEYPEA"
"org1";2026;"b4";433;"26spring_BARLEYPEA"
"org1";2026;"b4";434;"26spring_BARLEYPEA"
"org1";2026;"b4";435;"26fall_APMIX_wide_3QN"
"org1";2026;"b4";436;"26spring_BARLEYPEA"
"org1";2026;"b4";437;"26fall_PW_WSU"
"org1";2026;"b4";438;"26spring_BARLEYPEA"
"org1";2026;"b4";439;"26spring_BARLEYPEA"
"org1";2026;"b4";440;"26spring_BARLEYPEA"
"org1";2026;"b4";441;"26spring_BARLEYPEA"
"org1";2026;"b4";442;"26spring_BARLEYPEA"
"org1";2026;"b4";443;"26spring_BARLEYPEA"
"org1";2026;"b4";444;"26fall_A_nar_1N"
"org1";2026;"b4";445;"26fall_P_wide_1N"
"org1";2026;"b4";446;"26spring_BARLEYPEA"
"org1";2026;"b4";447;"26spring_BARLEYPEA"
"org1";2026;"b4";448;"26spring_BARLEYPEA"
"org1";2026;"b4";449;"26spring_BARLEYPEA"
"org1";2026;"b4";450;"26spring_BARLEYPEA"
"org1";2026;"b4";451;"26spring_BARLEYPEA"
"org1";2026;"b4";452;"26fall_P_nar_HN"
"org1";2026;"b4";453;"PRACTICE PLOT"
